row_id,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature_0429
3129,3129.0,2011-05-15,2.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,0.52,0.49804983476859327,1.0,0.1343,3.0,14.0,17.0,0.52
3130,3130.0,2011-05-15,2.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,,0.5,1.0,0.1343,4.0,38.0,42.0,
3131,3131.0,2011-05-15,2.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,0.54,0.5223479539022369,0.94,0.1343,24.0,46.0,70.0,0.54
3132,3132.0,2011-05-15,2.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,0.58,0.5512448203673475,0.83,0.2537,36.0,98.0,134.0,0.58
3133,3133.0,2011-05-15,2.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.58,0.549030218586692,0.83,0.2239,73.0,,226.0,0.58
3134,3134.0,2011-05-15,2.0,0.0,5.0,,0.0,0.0,0.0,1.0,0.6,0.5591192794441531,0.78,0.2239,120.0,202.0,322.0,0.6
3135,3135.0,2011-05-15,2.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,0.62,0.5778618928907796,0.73,0.2985,120.0,247.0,367.0,0.62
3136,3136.0,2011-05-15,2.0,0.0,5.0,13.0,0.0,0.0,0.0,1.0,0.62,0.5767041545327231,0.73,0.2836,195.0,261.0,456.0,0.62
3137,3137.0,2011-05-15,2.0,0.0,5.0,14.0,0.0,0.0,0.0,1.0,0.64,0.6064450106596605,0.73,0.194,183.0,254.0,437.0,0.64
3138,3138.0,2011-05-15,2.0,0.0,5.0,15.0,0.0,0.0,,1.0,0.66,0.6149722097203365,0.69,0.2537,206.0,253.0,459.0,0.66
3139,,2011-05-15,2.0,0.0,5.0,16.0,0.0,0.0,0.0,1.0,0.64,0.6111423425779932,0.69,0.2537,158.0,282.0,440.0,0.64
3140,3140.0,,2.0,0.0,5.0,17.0,0.0,0.0,0.0,3.0,0.56,0.5326576137504397,0.78,0.3582,137.0,255.0,392.0,0.56
3141,3141.0,2011-05-15,2.0,0.0,5.0,18.0,0.0,0.0,0.0,1.0,0.56,0.5311864325531463,0.78,0.2537,60.0,177.0,237.0,0.56
3142,3142.0,2011-05-15,2.0,0.0,5.0,19.0,0.0,0.0,0.0,1.0,0.56,0.5279717354864792,0.83,0.1045,78.0,153.0,231.0,0.56
3143,3143.0,2011-05-15,2.0,0.0,5.0,,0.0,,0.0,1.0,0.54,0.5179677728268217,0.88,0.0,53.0,138.0,191.0,0.54
3144,3144.0,2011-05-15,2.0,0.0,5.0,21.0,0.0,0.0,0.0,1.0,0.54,0.5103192256983495,0.88,0.0,44.0,107.0,151.0,0.54
3145,3145.0,2011-05-15,2.0,0.0,5.0,22.0,0.0,0.0,0.0,1.0,0.56,0.5272130603097832,0.83,0.0,29.0,88.0,117.0,0.56
3146,3146.0,2011-05-15,2.0,0.0,5.0,23.0,0.0,0.0,0.0,1.0,0.54,0.5210024706220141,0.88,0.2239,18.0,51.0,69.0,0.54
3147,3147.0,2011-05-16,2.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.52,0.4986665271233599,0.94,0.1045,17.0,21.0,38.0,0.52
3148,3148.0,2011-05-16,2.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.52,,0.94,0.1343,6.0,8.0,14.0,0.52
3149,3149.0,2011-05-16,2.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.5,0.4776395723402964,,0.0896,4.0,9.0,13.0,0.5
3150,3150.0,2011-05-16,2.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,0.5,0.48233757014071343,0.94,0.1642,,3.0,4.0,0.5
3151,3151.0,2011-05-16,2.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,0.5,0.47894686238425543,1.0,0.1343,1.0,5.0,6.0,0.5
3152,3152.0,,2.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.5,0.4809522348101964,0.93,0.194,1.0,20.0,21.0,0.5
3153,3153.0,2011-05-16,2.0,0.0,5.0,6.0,0.0,1.0,1.0,1.0,0.52,,0.88,0.1642,11.0,93.0,104.0,0.52
3154,3154.0,2011-05-16,2.0,0.0,5.0,7.0,0.0,1.0,1.0,1.0,0.52,0.4923865235535917,0.83,0.2836,27.0,245.0,272.0,0.52
3155,,2011-05-16,2.0,0.0,5.0,8.0,0.0,1.0,1.0,1.0,0.56,0.5435944472721692,0.73,0.2985,28.0,366.0,394.0,0.56
3156,,2011-05-16,2.0,0.0,5.0,9.0,0.0,1.0,1.0,1.0,0.6,0.5660272371007098,0.69,0.194,38.0,156.0,194.0,0.6
3157,3157.0,2011-05-16,2.0,0.0,5.0,10.0,0.0,1.0,1.0,1.0,0.62,0.5953424378612145,0.65,0.0896,37.0,75.0,112.0,0.62
3158,3158.0,2011-05-16,2.0,0.0,5.0,11.0,0.0,1.0,1.0,,0.64,0.6038519649052199,0.57,0.0,56.0,129.0,185.0,0.64
3159,3159.0,2011-05-16,2.0,0.0,5.0,12.0,0.0,1.0,1.0,1.0,0.66,0.6266016285351255,0.54,0.0896,72.0,137.0,209.0,0.66
3160,3160.0,2011-05-16,2.0,0.0,5.0,13.0,0.0,1.0,1.0,1.0,0.68,0.6440774640380873,0.51,0.0,61.0,153.0,214.0,0.68
3161,3161.0,2011-05-16,2.0,0.0,5.0,14.0,0.0,,1.0,1.0,0.68,0.6462894788517577,0.51,0.0,76.0,117.0,193.0,0.68
3162,3162.0,2011-05-16,2.0,0.0,5.0,15.0,0.0,1.0,1.0,1.0,0.72,0.6713650254049427,0.51,0.0,55.0,110.0,165.0,0.72
3163,3163.0,2011-05-16,,0.0,5.0,16.0,0.0,1.0,1.0,3.0,0.6,0.5744477190840583,0.78,0.2537,45.0,181.0,226.0,0.6
3164,3164.0,2011-05-16,2.0,0.0,5.0,17.0,0.0,1.0,1.0,1.0,0.58,0.5602603465531765,0.88,0.2239,47.0,227.0,274.0,0.58
3165,3165.0,2011-05-16,2.0,0.0,5.0,18.0,0.0,1.0,1.0,3.0,0.58,0.5489751644651022,0.83,0.194,55.0,398.0,453.0,0.58
3166,3166.0,2011-05-16,2.0,0.0,5.0,19.0,0.0,1.0,1.0,,0.58,0.5505480161234317,0.83,0.2537,36.0,272.0,308.0,0.58
3167,3167.0,2011-05-16,2.0,0.0,5.0,20.0,0.0,1.0,1.0,1.0,0.58,0.5475558747864022,0.83,0.0,31.0,167.0,198.0,0.58
3168,3168.0,2011-05-16,2.0,0.0,5.0,21.0,0.0,1.0,1.0,1.0,0.58,0.548504790910529,0.83,0.0,28.0,149.0,177.0,0.58
3169,3169.0,2011-05-16,2.0,0.0,5.0,22.0,0.0,1.0,1.0,1.0,0.56,0.541670052135297,0.88,0.0896,22.0,105.0,127.0,0.56
3170,3170.0,2011-05-16,2.0,0.0,5.0,23.0,0.0,1.0,1.0,1.0,0.56,0.5271119743916167,0.88,0.0896,18.0,39.0,57.0,0.56
3171,3171.0,2011-05-17,2.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5274449638463825,0.88,0.0,13.0,18.0,31.0,0.56
3172,3172.0,2011-05-17,2.0,0.0,5.0,1.0,0.0,2.0,1.0,3.0,0.56,0.5411311752026395,0.88,0.0,7.0,6.0,13.0,0.56
3173,3173.0,2011-05-17,2.0,0.0,5.0,2.0,0.0,2.0,1.0,3.0,0.56,0.5358435432181511,0.88,0.0,4.0,4.0,8.0,0.56
3174,3174.0,2011-05-17,2.0,0.0,5.0,3.0,0.0,2.0,1.0,3.0,0.54,0.5259988390057776,0.94,0.2537,1.0,3.0,4.0,0.54
3175,3175.0,2011-05-17,2.0,0.0,5.0,4.0,0.0,2.0,1.0,3.0,0.54,0.5122172638071063,0.94,0.2537,2.0,2.0,4.0,0.54
3176,3176.0,2011-05-17,2.0,0.0,5.0,5.0,0.0,2.0,1.0,3.0,0.52,0.49744244344241345,0.94,0.2537,0.0,22.0,22.0,0.52
3177,3177.0,2011-05-17,2.0,0.0,5.0,6.0,0.0,2.0,1.0,3.0,0.52,0.4932237237907772,0.94,0.2537,0.0,49.0,49.0,0.52
3178,3178.0,2011-05-17,2.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,0.52,0.49753368431370515,,0.2537,13.0,138.0,151.0,0.52
3179,3179.0,2011-05-17,2.0,0.0,5.0,8.0,0.0,2.0,1.0,2.0,0.52,0.48725491057440057,0.94,0.2985,22.0,325.0,347.0,0.52
3180,3180.0,2011-05-17,2.0,0.0,5.0,9.0,0.0,2.0,1.0,2.0,0.54,0.518303872099821,0.88,0.2537,17.0,190.0,207.0,0.54
3181,3181.0,2011-05-17,2.0,0.0,5.0,10.0,0.0,2.0,1.0,3.0,0.54,0.5163660499811915,0.88,0.2537,31.0,73.0,,0.54
3182,3182.0,2011-05-17,2.0,0.0,5.0,11.0,0.0,2.0,1.0,2.0,0.56,0.5321869295144186,0.83,0.4179,26.0,104.0,130.0,0.56
3183,3183.0,2011-05-17,2.0,0.0,5.0,12.0,0.0,2.0,1.0,3.0,0.56,0.5304028056890463,0.83,0.4179,38.0,115.0,153.0,0.56
3184,3184.0,2011-05-17,2.0,0.0,5.0,,0.0,2.0,1.0,2.0,0.56,0.5276988769363559,0.88,0.3284,31.0,141.0,172.0,0.56
3185,3185.0,2011-05-17,2.0,0.0,5.0,14.0,0.0,2.0,1.0,1.0,0.62,0.5904460744182893,0.73,0.4627,61.0,123.0,184.0,0.62
3186,3186.0,2011-05-17,2.0,0.0,5.0,15.0,0.0,2.0,1.0,1.0,0.62,0.5807229844609323,0.69,0.4478,79.0,131.0,210.0,0.62
3187,3187.0,2011-05-17,2.0,0.0,5.0,16.0,0.0,2.0,1.0,1.0,0.62,0.5897451240788,,0.3284,73.0,217.0,290.0,0.62
3188,3188.0,,2.0,0.0,5.0,17.0,0.0,2.0,1.0,1.0,0.62,0.5981216611281908,0.65,0.4179,83.0,,604.0,0.62
3189,3189.0,2011-05-17,2.0,0.0,5.0,18.0,0.0,2.0,1.0,1.0,0.6,0.577098033697669,0.69,0.2985,54.0,,480.0,0.6
3190,3190.0,2011-05-17,2.0,0.0,5.0,19.0,0.0,2.0,1.0,1.0,0.6,0.5610657800980101,0.69,0.2537,51.0,298.0,349.0,0.6
3191,3191.0,2011-05-17,2.0,0.0,5.0,20.0,0.0,2.0,1.0,1.0,0.58,0.5474846222418379,0.83,0.4179,30.0,253.0,283.0,0.58
3192,3192.0,2011-05-17,2.0,0.0,5.0,21.0,0.0,2.0,1.0,1.0,0.54,0.516891282593357,0.88,0.2537,,151.0,174.0,0.54
3193,3193.0,2011-05-17,2.0,0.0,5.0,22.0,0.0,2.0,1.0,2.0,0.54,0.514255205403231,0.88,0.2836,12.0,86.0,98.0,0.54
3194,3194.0,2011-05-17,2.0,0.0,5.0,23.0,0.0,2.0,1.0,2.0,0.54,0.5071300473877222,0.88,0.2537,7.0,49.0,56.0,0.54
3195,3195.0,2011-05-18,2.0,0.0,5.0,0.0,,3.0,,2.0,0.54,0.5166975714561491,0.88,0.2239,,15.0,23.0,0.54
3196,3196.0,2011-05-18,2.0,0.0,5.0,1.0,0.0,3.0,1.0,2.0,0.54,0.5145782737589878,0.88,0.2537,3.0,9.0,12.0,0.54
3197,3197.0,2011-05-18,2.0,0.0,5.0,2.0,0.0,3.0,1.0,3.0,0.52,0.5070277792914755,0.94,0.2239,1.0,5.0,6.0,0.52
3198,3198.0,2011-05-18,2.0,0.0,5.0,3.0,0.0,3.0,1.0,3.0,0.52,0.495407969614618,0.94,0.2985,6.0,3.0,9.0,0.52
3199,3199.0,2011-05-18,2.0,0.0,5.0,4.0,0.0,,,3.0,0.52,0.5030269011481187,0.94,0.2985,1.0,2.0,3.0,0.52
3200,3200.0,2011-05-18,2.0,0.0,5.0,5.0,0.0,3.0,1.0,1.0,0.52,0.4899728772688247,1.0,0.2239,0.0,9.0,9.0,0.52
3201,3201.0,2011-05-18,2.0,0.0,5.0,6.0,0.0,3.0,1.0,1.0,0.52,0.49125453094757005,1.0,0.1343,2.0,99.0,101.0,0.52
3202,3202.0,2011-05-18,2.0,0.0,5.0,7.0,0.0,3.0,1.0,1.0,0.54,0.5185006529027447,0.88,0.194,14.0,260.0,274.0,0.54
3203,3203.0,2011-05-18,2.0,0.0,5.0,8.0,0.0,3.0,1.0,1.0,0.56,0.5383051249342358,0.88,0.2836,25.0,428.0,453.0,0.56
3204,3204.0,2011-05-18,2.0,0.0,5.0,9.0,0.0,3.0,1.0,3.0,0.56,0.5273630836021099,0.83,0.2537,26.0,176.0,202.0,0.56
3205,3205.0,2011-05-18,2.0,0.0,5.0,10.0,0.0,3.0,1.0,3.0,0.54,0.5147610462644625,0.88,0.2836,33.0,73.0,106.0,0.54
3206,3206.0,2011-05-18,2.0,0.0,5.0,11.0,0.0,3.0,1.0,2.0,0.54,0.5072256118103852,0.94,0.0896,6.0,17.0,23.0,0.54
3207,3207.0,2011-05-18,2.0,0.0,5.0,12.0,0.0,3.0,1.0,1.0,0.56,0.5315239861258156,0.94,0.2985,12.0,42.0,54.0,0.56
3208,3208.0,2011-05-18,2.0,0.0,5.0,13.0,0.0,3.0,1.0,2.0,0.56,0.5369820382746753,0.83,0.3284,30.0,92.0,122.0,0.56
3209,3209.0,2011-05-18,2.0,0.0,5.0,14.0,0.0,3.0,1.0,2.0,0.58,0.5480302414372706,0.78,0.2836,44.0,94.0,138.0,0.58
3210,3210.0,2011-05-18,2.0,0.0,5.0,15.0,0.0,3.0,1.0,1.0,0.6,0.5673464363751909,0.78,0.2537,34.0,133.0,167.0,0.6
3211,3211.0,2011-05-18,2.0,0.0,5.0,16.0,0.0,3.0,1.0,1.0,0.6,0.5630778603079507,0.73,0.194,53.0,241.0,294.0,0.6
3212,3212.0,2011-05-18,2.0,0.0,5.0,17.0,0.0,,1.0,1.0,0.6,0.565658744496409,0.69,0.1343,78.0,487.0,565.0,0.6
3213,3213.0,2011-05-18,2.0,0.0,5.0,18.0,0.0,3.0,1.0,1.0,0.6,0.5785593292897327,0.73,0.2239,58.0,431.0,489.0,0.6
3214,3214.0,2011-05-18,2.0,0.0,5.0,19.0,0.0,3.0,1.0,3.0,0.56,0.5328864034414957,0.88,0.1343,43.0,288.0,331.0,0.56
3215,3215.0,2011-05-18,2.0,0.0,5.0,20.0,0.0,3.0,1.0,3.0,0.56,0.5271223033510324,0.88,0.1343,24.0,,213.0,0.56
3216,3216.0,2011-05-18,2.0,0.0,5.0,21.0,0.0,3.0,1.0,1.0,0.52,0.49507804898342084,0.88,0.0,11.0,74.0,85.0,0.52
3217,3217.0,2011-05-18,2.0,,5.0,22.0,0.0,3.0,1.0,1.0,0.52,0.48820199698375333,0.83,0.0,14.0,103.0,117.0,0.52
3218,3218.0,2011-05-18,2.0,0.0,5.0,23.0,0.0,3.0,1.0,1.0,0.52,0.491328775822083,0.94,0.0896,10.0,49.0,59.0,0.52
3219,3219.0,2011-05-19,2.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,0.52,0.5040579765951378,0.94,0.1045,6.0,23.0,29.0,0.52
3220,3220.0,2011-05-19,2.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.5,0.4781351616243227,0.94,0.0,2.0,4.0,6.0,0.5
3221,3221.0,2011-05-19,2.0,0.0,5.0,2.0,0.0,4.0,1.0,1.0,0.5,0.48903479422308893,0.94,0.0,3.0,12.0,15.0,0.5
3222,3222.0,2011-05-19,2.0,0.0,5.0,3.0,0.0,4.0,1.0,1.0,,0.4697,1.0,0.0,1.0,3.0,4.0,
3223,3223.0,2011-05-19,2.0,0.0,5.0,4.0,0.0,4.0,1.0,1.0,0.48,0.4605243444964051,,0.0,2.0,3.0,5.0,0.48
3224,3224.0,2011-05-19,2.0,0.0,5.0,5.0,0.0,4.0,1.0,1.0,,0.4697,0.94,0.0,2.0,24.0,26.0,
3225,3225.0,2011-05-19,2.0,0.0,5.0,6.0,0.0,4.0,1.0,2.0,0.5,0.478706106102754,0.94,0.0,17.0,86.0,103.0,0.5
3226,3226.0,2011-05-19,2.0,0.0,5.0,7.0,0.0,4.0,1.0,2.0,0.5,0.4823346816048459,1.0,0.0,18.0,239.0,257.0,0.5
3227,3227.0,2011-05-19,2.0,0.0,5.0,8.0,0.0,4.0,1.0,2.0,0.52,0.48243828660857263,0.88,0.0,34.0,453.0,487.0,0.52
3228,3228.0,2011-05-19,2.0,0.0,5.0,9.0,0.0,4.0,1.0,2.0,0.54,0.5157306096282666,0.88,0.0896,40.0,176.0,216.0,0.54
3229,3229.0,2011-05-19,2.0,0.0,5.0,10.0,0.0,4.0,1.0,2.0,0.54,0.5143693658240683,0.83,0.0,35.0,95.0,130.0,0.54
3230,3230.0,2011-05-19,2.0,0.0,5.0,11.0,0.0,4.0,1.0,3.0,0.54,0.5225983196899584,0.88,0.1642,53.0,111.0,164.0,0.54
3231,3231.0,2011-05-19,2.0,0.0,5.0,12.0,0.0,,1.0,2.0,0.58,0.5555334109556075,0.78,0.1045,38.0,130.0,168.0,0.58
3232,3232.0,2011-05-19,2.0,0.0,5.0,13.0,0.0,4.0,1.0,3.0,0.58,0.5442844772143781,0.64,0.2537,44.0,139.0,183.0,0.58
3233,3233.0,2011-05-19,2.0,0.0,5.0,14.0,0.0,4.0,1.0,3.0,0.54,0.5212908207169662,0.73,0.194,43.0,137.0,180.0,0.54
3234,3234.0,2011-05-19,2.0,0.0,5.0,15.0,0.0,4.0,1.0,1.0,0.56,0.5310892542007831,0.78,0.1642,63.0,125.0,188.0,0.56
3235,3235.0,2011-05-19,2.0,0.0,5.0,16.0,0.0,4.0,1.0,1.0,0.58,0.5455133772235267,0.64,0.194,55.0,247.0,302.0,0.58
3236,3236.0,2011-05-19,2.0,0.0,5.0,17.0,0.0,4.0,1.0,1.0,0.56,0.5335520979641306,0.78,0.1642,60.0,487.0,547.0,0.56
3237,3237.0,2011-05-19,2.0,0.0,5.0,18.0,0.0,4.0,1.0,1.0,0.6,0.5689564553575561,0.55,0.1642,59.0,454.0,513.0,0.6
3238,3238.0,2011-05-19,2.0,0.0,5.0,19.0,0.0,,1.0,,0.58,0.5586093587022288,0.6,0.1343,65.0,345.0,,0.58
3239,3239.0,2011-05-19,2.0,0.0,5.0,20.0,0.0,4.0,1.0,1.0,0.54,0.5164579765708,0.77,0.2836,46.0,236.0,282.0,0.54
3240,3240.0,2011-05-19,2.0,0.0,5.0,21.0,0.0,4.0,1.0,1.0,0.54,0.5157344672403288,0.77,0.2836,29.0,180.0,209.0,0.54
3241,3241.0,2011-05-19,2.0,0.0,5.0,,0.0,4.0,1.0,3.0,0.5,0.4837271633555447,0.82,0.2985,11.0,68.0,79.0,0.5
3242,3242.0,2011-05-19,2.0,0.0,5.0,23.0,,4.0,1.0,1.0,0.48,0.46689414346401725,0.94,0.0,9.0,63.0,72.0,0.48
3243,3243.0,2011-05-20,2.0,0.0,5.0,0.0,0.0,5.0,1.0,1.0,0.46,0.44736973363544585,0.94,0.0896,15.0,33.0,48.0,0.46
3244,3244.0,2011-05-20,2.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,0.46,0.4507784390059648,1.0,,8.0,17.0,25.0,0.46
3245,3245.0,2011-05-20,2.0,0.0,5.0,2.0,0.0,5.0,1.0,1.0,0.44,0.42856851338461205,1.0,0.0896,4.0,4.0,8.0,0.44
3246,3246.0,2011-05-20,2.0,0.0,5.0,3.0,0.0,5.0,1.0,1.0,0.44,0.4262042376080546,1.0,0.0,1.0,4.0,5.0,0.44
3247,3247.0,2011-05-20,2.0,0.0,5.0,4.0,0.0,5.0,1.0,1.0,0.44,,0.94,0.0896,1.0,4.0,5.0,0.44
3248,3248.0,2011-05-20,2.0,0.0,5.0,5.0,0.0,5.0,1.0,1.0,0.44,0.43194843810654004,0.94,0.1045,0.0,28.0,28.0,0.44
3249,3249.0,2011-05-20,2.0,0.0,5.0,6.0,0.0,5.0,1.0,1.0,0.46,0.44268171322891453,0.88,0.1045,15.0,102.0,117.0,0.46
3250,3250.0,2011-05-20,2.0,0.0,5.0,7.0,0.0,5.0,1.0,1.0,0.5,0.4790772081621425,0.77,0.1642,30.0,289.0,319.0,0.5
3251,3251.0,2011-05-20,2.0,0.0,5.0,8.0,0.0,5.0,1.0,1.0,0.54,0.5238609903627865,0.68,0.0,41.0,476.0,517.0,0.54
3252,3252.0,2011-05-20,2.0,0.0,5.0,9.0,0.0,5.0,1.0,1.0,0.54,0.5233267723518388,0.68,0.2239,35.0,199.0,234.0,0.54
3253,3253.0,2011-05-20,2.0,0.0,5.0,10.0,0.0,5.0,1.0,1.0,,0.5303,0.64,0.194,44.0,104.0,148.0,
3254,3254.0,2011-05-20,2.0,0.0,5.0,11.0,0.0,5.0,1.0,2.0,0.58,0.5503181352578755,0.6,0.194,63.0,133.0,196.0,0.58
3255,3255.0,2011-05-20,2.0,0.0,5.0,12.0,0.0,5.0,1.0,2.0,0.6,0.5676120636901317,0.56,0.2537,69.0,186.0,255.0,0.6
3256,3256.0,,2.0,0.0,5.0,13.0,,5.0,1.0,3.0,0.6,0.5778872307497562,0.56,0.2836,60.0,172.0,232.0,0.6
3257,3257.0,2011-05-20,2.0,0.0,5.0,14.0,0.0,5.0,1.0,1.0,0.62,0.5917448332894757,0.53,0.2239,66.0,131.0,197.0,0.62
3258,3258.0,2011-05-20,,0.0,5.0,15.0,0.0,5.0,1.0,2.0,0.6,0.5717352258626561,0.56,0.194,74.0,168.0,242.0,0.6
3259,3259.0,2011-05-20,2.0,0.0,5.0,16.0,0.0,5.0,1.0,2.0,0.6,0.5683179668860092,0.53,0.1642,61.0,269.0,330.0,0.6
3260,3260.0,2011-05-20,2.0,0.0,5.0,17.0,0.0,5.0,1.0,1.0,0.62,0.589232112690016,0.53,0.0,71.0,483.0,554.0,0.62
3261,3261.0,2011-05-20,2.0,0.0,5.0,18.0,0.0,5.0,1.0,1.0,0.6,0.5699270854045515,0.56,0.1642,79.0,394.0,473.0,0.6
3262,3262.0,2011-05-20,2.0,0.0,5.0,19.0,0.0,5.0,1.0,1.0,0.58,0.5468005843705259,0.64,0.0896,49.0,253.0,302.0,0.58
3263,3263.0,2011-05-20,2.0,0.0,5.0,20.0,0.0,5.0,1.0,1.0,0.58,0.5510537333269578,0.64,0.1045,40.0,180.0,220.0,0.58
3264,3264.0,2011-05-20,2.0,0.0,5.0,21.0,0.0,5.0,1.0,1.0,0.56,0.5339183516267593,0.64,0.1045,40.0,155.0,195.0,0.56
3265,3265.0,2011-05-20,2.0,0.0,5.0,22.0,0.0,5.0,1.0,1.0,0.54,0.512619556883381,0.73,0.0,28.0,124.0,152.0,0.54
3266,3266.0,2011-05-20,2.0,0.0,5.0,23.0,0.0,5.0,1.0,1.0,0.52,0.5016106991069187,0.72,0.1642,15.0,100.0,115.0,0.52
3267,3267.0,2011-05-21,2.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,0.52,0.5036746404858976,0.77,0.1045,20.0,78.0,98.0,0.52
3268,3268.0,2011-05-21,,0.0,5.0,1.0,0.0,6.0,0.0,1.0,0.52,0.5019648974725452,0.72,0.0,8.0,64.0,72.0,0.52
3269,3269.0,2011-05-21,2.0,0.0,5.0,2.0,0.0,6.0,0.0,1.0,0.52,0.49528456585311154,0.72,0.1045,5.0,35.0,40.0,0.52
3270,3270.0,2011-05-21,2.0,0.0,5.0,3.0,0.0,6.0,0.0,1.0,0.48,0.4650872874529694,0.82,0.1045,7.0,12.0,19.0,0.48
3271,3271.0,2011-05-21,2.0,0.0,5.0,4.0,0.0,6.0,0.0,1.0,0.46,,0.88,0.1343,1.0,6.0,7.0,0.46
3272,3272.0,2011-05-21,2.0,0.0,5.0,5.0,0.0,6.0,0.0,1.0,0.46,0.4435869235941761,0.88,0.1045,1.0,4.0,5.0,0.46
3273,3273.0,2011-05-21,2.0,0.0,5.0,6.0,0.0,6.0,0.0,1.0,0.5,0.47227440162740086,0.82,0.1343,6.0,22.0,28.0,0.5
3274,3274.0,2011-05-21,2.0,0.0,5.0,7.0,0.0,6.0,0.0,1.0,0.54,0.5182383354459872,,0.1343,10.0,33.0,43.0,0.54
3275,3275.0,2011-05-21,2.0,0.0,5.0,8.0,0.0,6.0,0.0,1.0,0.56,0.5332788496963894,0.68,0.2836,29.0,97.0,126.0,0.56
3276,3276.0,2011-05-21,2.0,0.0,5.0,9.0,0.0,6.0,0.0,1.0,0.6,0.5834939348684206,0.64,0.2239,60.0,165.0,225.0,0.6
3277,3277.0,2011-05-21,2.0,0.0,5.0,10.0,0.0,6.0,0.0,1.0,0.62,,0.61,0.1045,122.0,201.0,323.0,0.62
3278,3278.0,2011-05-21,2.0,0.0,5.0,11.0,0.0,6.0,0.0,1.0,0.64,0.6126765797384592,0.53,0.1343,173.0,245.0,418.0,0.64
3279,3279.0,2011-05-21,2.0,0.0,5.0,12.0,0.0,6.0,,1.0,0.66,0.6260872767163481,0.5,0.0,222.0,271.0,493.0,0.66
3280,3280.0,2011-05-21,2.0,0.0,5.0,13.0,,6.0,0.0,1.0,0.7,0.6588876910535755,0.45,0.0,191.0,271.0,462.0,0.7
3281,3281.0,2011-05-21,2.0,0.0,5.0,14.0,0.0,6.0,0.0,1.0,0.72,0.6762931165657242,0.42,0.0,187.0,269.0,456.0,0.72
3282,3282.0,2011-05-21,2.0,0.0,5.0,15.0,0.0,6.0,0.0,1.0,0.72,0.6700348639028217,0.45,0.2537,232.0,274.0,506.0,0.72
3283,3283.0,2011-05-21,2.0,0.0,5.0,16.0,0.0,6.0,0.0,2.0,0.72,0.6660930842160208,0.39,0.2537,204.0,267.0,471.0,0.72
3284,3284.0,2011-05-21,2.0,0.0,5.0,17.0,0.0,6.0,0.0,2.0,0.72,0.6707378263145425,0.42,0.1642,191.0,253.0,444.0,0.72
3285,3285.0,2011-05-21,,0.0,5.0,18.0,0.0,6.0,0.0,2.0,0.7,0.657296138411967,0.45,0.1642,191.0,253.0,444.0,0.7
3286,3286.0,2011-05-21,,0.0,5.0,19.0,0.0,6.0,0.0,1.0,0.68,0.6288540826110349,0.47,0.1642,117.0,184.0,301.0,0.68
3287,3287.0,2011-05-21,2.0,0.0,5.0,20.0,0.0,6.0,0.0,1.0,0.62,0.5840829592276378,0.61,0.0,84.0,164.0,248.0,0.62
3288,3288.0,2011-05-21,2.0,0.0,5.0,21.0,0.0,6.0,0.0,1.0,0.62,0.5856735535721627,0.61,0.1045,77.0,150.0,227.0,0.62
3289,3289.0,2011-05-21,2.0,0.0,5.0,22.0,0.0,6.0,0.0,1.0,0.6,0.5679796027355761,0.69,0.1343,78.0,126.0,204.0,0.6
3290,3290.0,2011-05-21,2.0,0.0,5.0,23.0,0.0,6.0,0.0,1.0,0.58,0.5468146006010409,0.78,0.0896,42.0,103.0,145.0,0.58
3291,3291.0,2011-05-22,2.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.54,0.5128011872768631,0.88,0.1642,,100.0,131.0,0.54
3292,3292.0,2011-05-22,2.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.52,0.5060069149401846,0.94,0.1343,17.0,81.0,98.0,0.52
3293,3293.0,2011-05-22,2.0,0.0,5.0,2.0,0.0,0.0,0.0,,0.52,0.5003151003863106,0.94,0.1045,18.0,50.0,68.0,0.52
3294,3294.0,2011-05-22,2.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,,0.4848,1.0,0.1045,10.0,23.0,33.0,
3295,3295.0,2011-05-22,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.5,0.4758953237764237,,0.0,3.0,9.0,12.0,0.5
